gene_id	biotype	product
WBGene00226928	protein_coding	Phospholipase D. Active site motif family protein
WBGene00226100	protein_coding	Helix-loop-helix DNA-binding domain containing protein
WBGene00227189	protein_coding	KH domain containing protein
WBGene00230857	protein_coding	NA
WBGene00225446	protein_coding	TB2\/DP1, HVA22 family protein
WBGene00226731	protein_coding	EF hand family protein
WBGene00226654	protein_coding	TTC5 protein, putative
WBGene00230858	protein_coding	small heat shock protein, putative
WBGene00230859	protein_coding	NA
WBGene00224970	protein_coding	NA
WBGene00224972	protein_coding	NA
WBGene00230860	protein_coding	NA
WBGene00227307	protein_coding	serine\/threonine-protein kinase plk-2, putative
WBGene00235058	protein_coding	Phospholipase A2 family protein
WBGene00234240	protein_coding	eukaryotic translation initiation factor 5, putative
WBGene00230862	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00222638	protein_coding	NA
WBGene00230863	protein_coding	conserved hypothetical protein
WBGene00230865	protein_coding	NA
WBGene00230866	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00268892	protein_coding	NA
WBGene00234886	tRNA	NA
WBGene00227418	protein_coding	tryptophanyl-tRNA synthetase, putative
WBGene00230867	protein_coding	Zinc finger, C2H2 type family protein
WBGene00220855	protein_coding	NA
WBGene00230868	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00230869	protein_coding	NA
WBGene00230870	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00230871	protein_coding	NA
WBGene00227419	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00233783	protein_coding	NA
WBGene00226282	protein_coding	KAP family P-loop domain containing protein
WBGene00231600	protein_coding	NA
WBGene00224101	protein_coding	RNA pol II accessory factor, Cdc73 family protein
WBGene00225658	protein_coding	probable spectrin beta chain, putative
WBGene00230872	protein_coding	conserved hypothetical protein
WBGene00224827	protein_coding	MGC68831 protein, putative
WBGene00226734	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00227828	protein_coding	obelix, putative
WBGene00268893	protein_coding	NA
WBGene00225758	protein_coding	NA
WBGene00224023	protein_coding	NA
WBGene00230873	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00223960	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00226804	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00224669	protein_coding	F-box domain containing protein
WBGene00225100	protein_coding	Rhodanese-like domain containing protein
WBGene00230874	protein_coding	NA
WBGene00223667	protein_coding	T-cell receptor beta chain ANA 11, putative
WBGene00268894	protein_coding	NA
WBGene00230876	protein_coding	NA
WBGene00227008	protein_coding	Protein kinase domain containing protein
WBGene00227193	protein_coding	Major Facilitator Superfamily protein
WBGene00222914	protein_coding	Annexin family protein
WBGene00225106	protein_coding	Protein kinase domain containing protein
WBGene00222938	protein_coding	Protein kinase domain containing protein
WBGene00230877	protein_coding	NA
WBGene00224130	protein_coding	NA
WBGene00230881	protein_coding	NA
WBGene00230882	protein_coding	NA
WBGene00223817	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00268895	protein_coding	NA
WBGene00223819	protein_coding	conserved hypothetical protein
WBGene00231504	protein_coding	Clathrin light chain family protein
WBGene00230884	protein_coding	NA
WBGene00233977	protein_coding	serine\/threonine protein phosphatase 5, putative
WBGene00225108	protein_coding	CG33108-PA, putative
WBGene00223102	protein_coding	Acyltransferase family protein
WBGene00230886	protein_coding	conserved hypothetical protein
WBGene00224558	protein_coding	Isy1-like splicing family protein
WBGene00233946	protein_coding	retinoblastoma-binding protein., putative
WBGene00226789	protein_coding	serine\/threonine-protein kinase, putative
WBGene00226013	protein_coding	NA
WBGene00225609	protein_coding	WD-repeat protein 22, putative
WBGene00222864	protein_coding	histone deacetylase 11, putative
WBGene00255627	miRNA	NA
WBGene00230887	protein_coding	NA
WBGene00230288	protein_coding	NA
WBGene00234229	protein_coding	NA
WBGene00225983	protein_coding	NA
WBGene00225982	protein_coding	NA
WBGene00234015	protein_coding	NA
WBGene00234000	protein_coding	NA
WBGene00230287	protein_coding	NA
WBGene00222205	protein_coding	NA
WBGene00227738	protein_coding	NA
WBGene00225445	protein_coding	NA
WBGene00225242	protein_coding	NA
WBGene00230286	protein_coding	NA
WBGene00224765	protein_coding	NA
WBGene00233737	protein_coding	NA
WBGene00255387	ncRNA	NA
WBGene00234476	protein_coding	NA
WBGene00230284	protein_coding	NA
WBGene00224763	protein_coding	NA
WBGene00236773	snoRNA	NA
WBGene00230282	protein_coding	NA
WBGene00234147	protein_coding	NA
WBGene00227470	protein_coding	NA
WBGene00227472	protein_coding	NA
WBGene00230281	protein_coding	NA
WBGene00230280	protein_coding	NA
WBGene00223475	protein_coding	NA
WBGene00268896	protein_coding	NA
WBGene00268897	protein_coding	NA
WBGene00225647	protein_coding	NA
WBGene00268898	protein_coding	NA
WBGene00223461	protein_coding	NA
WBGene00226074	protein_coding	NA
WBGene00226072	protein_coding	NA
WBGene00234225	protein_coding	NA
WBGene00230279	protein_coding	NA
WBGene00230278	protein_coding	NA
WBGene00234475	protein_coding	NA
WBGene00224678	protein_coding	NA
WBGene00230277	protein_coding	NA
WBGene00227471	protein_coding	NA
WBGene00234332	protein_coding	NA
WBGene00224677	protein_coding	NA
WBGene00223531	protein_coding	NA
WBGene00220756	protein_coding	NA
WBGene00224255	protein_coding	NA
WBGene00224256	protein_coding	NA
WBGene00224258	protein_coding	NA
WBGene00222541	protein_coding	NA
WBGene00222154	protein_coding	NA
WBGene00234230	protein_coding	NA
WBGene00226385	protein_coding	NA
WBGene00255484	protein_coding	NA
WBGene00225979	protein_coding	NA
WBGene00225980	protein_coding	NA
WBGene00222224	protein_coding	NA
WBGene00222225	protein_coding	NA
WBGene00230275	protein_coding	NA
WBGene00230274	protein_coding	NA
WBGene00230273	protein_coding	NA
WBGene00227208	protein_coding	NA
WBGene00227209	protein_coding	NA
WBGene00227392	protein_coding	RhoGAP domain containing protein
WBGene00225258	protein_coding	beta-G spectrin, identical
WBGene00221610	protein_coding	NA
WBGene00221609	protein_coding	NA
WBGene00226723	protein_coding	NA
WBGene00230271	protein_coding	NA
WBGene00226978	protein_coding	NA
WBGene00223823	protein_coding	NA
WBGene00223265	protein_coding	NA
WBGene00230269	protein_coding	NA
WBGene00227474	protein_coding	NA
WBGene00221954	protein_coding	NA
WBGene00227644	protein_coding	NA
WBGene00230268	protein_coding	NA
WBGene00221607	protein_coding	NA
WBGene00268899	protein_coding	NA
WBGene00226497	protein_coding	NA
WBGene00233981	protein_coding	NA
WBGene00225176	protein_coding	NA
WBGene00230267	protein_coding	NA
WBGene00221606	protein_coding	NA
WBGene00230265	protein_coding	NA
WBGene00220753	protein_coding	NA
WBGene00235399	snoRNA	NA
WBGene00235398	snoRNA	NA
WBGene00222288	protein_coding	NA
WBGene00222287	protein_coding	NA
WBGene00224587	protein_coding	NA
WBGene00230263	protein_coding	NA
WBGene00227159	protein_coding	NA
WBGene00227160	protein_coding	NA
WBGene00222916	protein_coding	NA
WBGene00227698	protein_coding	NA
WBGene00224952	protein_coding	NA
WBGene00230262	protein_coding	NA
WBGene00226342	protein_coding	NA
WBGene00223128	protein_coding	NA
WBGene00224285	protein_coding	NA
WBGene00230261	protein_coding	NA
WBGene00224083	protein_coding	NA
WBGene00226834	protein_coding	NA
WBGene00224819	protein_coding	NA
WBGene00255727	protein_coding	NA
WBGene00233371	protein_coding	NA
WBGene00268900	protein_coding	NA
WBGene00230260	protein_coding	NA
WBGene00225978	protein_coding	NA
WBGene00224644	protein_coding	NA
WBGene00220752	pseudogene	NA
WBGene00226931	protein_coding	NA
WBGene00230259	protein_coding	NA
WBGene00230258	protein_coding	NA
WBGene00230257	protein_coding	NA
WBGene00230256	protein_coding	NA
WBGene00220751	protein_coding	NA
WBGene00223962	protein_coding	NA
WBGene00226725	protein_coding	NA
WBGene00230255	protein_coding	NA
WBGene00225725	protein_coding	NA
WBGene00224395	protein_coding	NA
WBGene00225326	protein_coding	NA
WBGene00269269	protein_coding	NA
WBGene00220750	protein_coding	NA
WBGene00232222	protein_coding	NA
WBGene00224771	protein_coding	NA
WBGene00220749	protein_coding	NA
WBGene00234855	tRNA	NA
WBGene00224937	protein_coding	NA
WBGene00224935	protein_coding	NA
WBGene00220748	protein_coding	NA
WBGene00225008	protein_coding	NA
WBGene00233734	protein_coding	NA
WBGene00228612	protein_coding	NA
WBGene00227188	protein_coding	NA
WBGene00226724	protein_coding	NA
WBGene00223146	protein_coding	NA
WBGene00223147	protein_coding	NA
WBGene00232223	protein_coding	NA
WBGene00225732	protein_coding	NA
WBGene00230253	protein_coding	NA
WBGene00220746	protein_coding	NA
WBGene00222937	protein_coding	NA
WBGene00228615	protein_coding	NA
WBGene00233919	protein_coding	NA
WBGene00222723	protein_coding	NA
WBGene00224591	protein_coding	NA
WBGene00223984	protein_coding	NA
WBGene00227961	protein_coding	NA
WBGene00268901	protein_coding	NA
WBGene00268902	protein_coding	NA
WBGene00230250	protein_coding	NA
WBGene00222334	protein_coding	NA
WBGene00226234	protein_coding	NA
WBGene00227203	protein_coding	NA
WBGene00227422	protein_coding	NA
WBGene00230248	protein_coding	NA
WBGene00230247	protein_coding	NA
WBGene00222295	protein_coding	NA
WBGene00268903	protein_coding	NA
WBGene00230246	protein_coding	NA
WBGene00220745	protein_coding	NA
WBGene00225200	protein_coding	NA
WBGene00230245	protein_coding	NA
WBGene00220744	protein_coding	NA
WBGene00230244	protein_coding	NA
WBGene00226313	protein_coding	Rap\/ran-GAP family protein
WBGene00231400	protein_coding	F-box domain containing protein
WBGene00221121	protein_coding	NA
WBGene00233733	protein_coding	NA
WBGene00268904	ncRNA	NA
WBGene00224568	protein_coding	NA
WBGene00233370	protein_coding	NA
WBGene00235397	snoRNA	NA
WBGene00224563	protein_coding	NA
WBGene00224562	protein_coding	NA
WBGene00222900	protein_coding	NA
WBGene00233732	protein_coding	NA
WBGene00222093	protein_coding	NA
WBGene00224561	protein_coding	NA
WBGene00232739	protein_coding	NA
WBGene00223674	protein_coding	NA
WBGene00226727	protein_coding	NA
WBGene00232867	protein_coding	NA
WBGene00226764	protein_coding	NA
WBGene00234854	tRNA	NA
WBGene00226766	protein_coding	NA
WBGene00227824	protein_coding	NA
WBGene00230241	protein_coding	NA
WBGene00224790	protein_coding	NA
WBGene00223046	protein_coding	NA
WBGene00230239	protein_coding	NA
WBGene00230238	protein_coding	NA
WBGene00224098	protein_coding	NA
WBGene00226749	protein_coding	NA
WBGene00230237	protein_coding	NA
WBGene00230236	protein_coding	NA
WBGene00222432	protein_coding	NA
WBGene00230235	protein_coding	NA
WBGene00268905	protein_coding	NA
WBGene00230234	protein_coding	NA
WBGene00225952	protein_coding	NA
WBGene00226835	protein_coding	NA
WBGene00226836	protein_coding	NA
WBGene00223623	protein_coding	NA
WBGene00222024	protein_coding	NA
WBGene00227694	protein_coding	NA
WBGene00226407	protein_coding	NA
WBGene00226406	protein_coding	NA
WBGene00227580	protein_coding	NA
WBGene00227579	protein_coding	NA
WBGene00268906	protein_coding	NA
WBGene00226837	protein_coding	NA
WBGene00230233	protein_coding	NA
WBGene00230231	protein_coding	NA
WBGene00225224	protein_coding	Conserved hypothetical protein, putative
WBGene00234135	protein_coding	Fibrillarin, putative
WBGene00221603	protein_coding	NA
WBGene00233929	protein_coding	Proteasome A-type and B-type family protein
WBGene00230230	protein_coding	NA
WBGene00223175	protein_coding	NA
WBGene00226269	protein_coding	NA
WBGene00225822	protein_coding	NA
WBGene00225132	protein_coding	NA
WBGene00233369	protein_coding	NA
WBGene00227659	protein_coding	NA
WBGene00233527	protein_coding	NA
WBGene00221602	protein_coding	NA
WBGene00225981	protein_coding	NA
WBGene00225211	protein_coding	NA
WBGene00232729	protein_coding	NA
WBGene00224921	protein_coding	NA
WBGene00227856	protein_coding	NA
WBGene00221601	protein_coding	NA
WBGene00224336	protein_coding	NA
WBGene00221600	protein_coding	NA
WBGene00234950	protein_coding	NA
WBGene00226440	protein_coding	NA
WBGene00227273	protein_coding	NA
WBGene00222222	protein_coding	NA
WBGene00223117	protein_coding	NA
WBGene00235029	protein_coding	NA
WBGene00220743	protein_coding	NA
WBGene00223283	protein_coding	NA
WBGene00230227	protein_coding	NA
WBGene00230226	protein_coding	NA
WBGene00226304	protein_coding	NA
WBGene00220742	protein_coding	NA
WBGene00230225	protein_coding	NA
WBGene00226503	protein_coding	NA
WBGene00230224	protein_coding	NA
WBGene00230222	protein_coding	NA
WBGene00226733	protein_coding	NA
WBGene00225708	protein_coding	NA
WBGene00227975	protein_coding	NA
WBGene00233368	protein_coding	NA
WBGene00224008	protein_coding	NA
WBGene00224500	protein_coding	NA
WBGene00226030	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00234470	protein_coding	NA
WBGene00227228	protein_coding	NA
WBGene00222517	protein_coding	NA
WBGene00223682	protein_coding	NA
WBGene00223683	protein_coding	NA
WBGene00222439	protein_coding	NA
WBGene00230220	protein_coding	NA
WBGene00234136	protein_coding	NA
WBGene00226594	protein_coding	NA
WBGene00222422	protein_coding	NA
WBGene00235006	protein_coding	NA
WBGene00232754	protein_coding	NA
WBGene00220740	protein_coding	NA
WBGene00226149	protein_coding	NA
WBGene00224942	protein_coding	NA
WBGene00223958	protein_coding	NA
WBGene00230218	protein_coding	NA
WBGene00223959	protein_coding	NA
WBGene00224393	protein_coding	NA
WBGene00230217	protein_coding	NA
WBGene00230216	protein_coding	NA
WBGene00223893	protein_coding	NA
WBGene00223665	protein_coding	NA
WBGene00223666	protein_coding	NA
WBGene00230215	protein_coding	NA
WBGene00222040	protein_coding	NA
WBGene00226422	protein_coding	NA
WBGene00222815	protein_coding	NA
WBGene00225823	protein_coding	NA
WBGene00223882	protein_coding	NA
WBGene00220738	pseudogene	NA
WBGene00222461	protein_coding	NA
WBGene00220737	protein_coding	NA
WBGene00228014	protein_coding	NA
